CUI	preferred_text	alias_text	AUI	STT	ISPREF	SAB	TTY
C0065274	Luxol fast blue stain (substance)	Luxol fast blue stain (substance)	A3902139	PF	Y	SNOMEDCT_US	FN
C0069388	Oil red O stain (substance)	Solvent red 27	A3711940	VC	Y	SNOMEDCT_US	SY
C0069388	Oil red O stain (substance)	Oil red O	A3882199	VC	Y	SNOMEDCT_US	SY
C0069388	Oil red O stain (substance)	Oil red O stain	A3884959	PF	Y	SNOMEDCT_US	PT
C0069388	Oil red O stain (substance)	Oil red O (substance)	A5014735	PF	Y	SNOMEDCT_US	OF
C0069388	Oil red O stain (substance)	Oil red O stain (substance)	A3903447	PF	Y	SNOMEDCT_US	FN
C0069596	Orcein stain (substance)	Orcein	A3903821	PF	N	SNOMEDCT_US	SY
C0069596	Orcein stain (substance)	Orcein stain	A3903819	PF	Y	SNOMEDCT_US	PT
C0069596	Orcein stain (substance)	Orcein stain (substance)	A3903818	PF	Y	SNOMEDCT_US	FN
C0070410	Perforin (substance)	Perforin	A24255277	VC	N	SNOMEDCT_US	PT
C0070410	Perforin (substance)	Perforin (substance)	A24239764	PF	Y	SNOMEDCT_US	FN
C0075489	Sudan black B stain (substance)	Sudan black B	A3883615	VC	Y	SNOMEDCT_US	SY
C0075489	Sudan black B stain (substance)	Sudan black B stain	A3885084	PF	Y	SNOMEDCT_US	PT
C0075489	Sudan black B stain (substance)	Solvent black 3	A3711922	PF	Y	SNOMEDCT_US	SY
C0075489	Sudan black B stain (substance)	Sudan black B (substance)	A5047784	PF	Y	SNOMEDCT_US	OF
C0075489	Sudan black B stain (substance)	Sudan black B stain (substance)	A3894589	PF	Y	SNOMEDCT_US	FN
C0085424	Interleukin-9 (substance)	Interleukin-9	A2883009	PF	N	SNOMEDCT_US	PT
C0085424	Interleukin-9 (substance)	IL-9	A2882873	PF	N	SNOMEDCT_US	SY
C0085424	Interleukin-9 (substance)	p40	A3087748	PF	Y	SNOMEDCT_US	SY
C0085424	Interleukin-9 (substance)	Interleukin-9 (substance)	A3519921	PF	Y	SNOMEDCT_US	FN
C0103403	Annexin A1 (substance)	Annexin A1	A7875834	PF	N	SNOMEDCT_US	PT
C0103403	Annexin A1 (substance)	Annexin I	A7873298	PF	N	SNOMEDCT_US	SY
C0103403	Annexin A1 (substance)	Annexin A1 (substance)	A7880332	PF	Y	SNOMEDCT_US	FN
C0145779	Thrombomodulin (substance)	Thrombomodulin	A2888608	PF	N	SNOMEDCT_US	PT
C0145779	Thrombomodulin (substance)	Thrombomodulin (substance)	A3754205	PF	Y	SNOMEDCT_US	FN
C0147080	Tryptase (substance)	Tryptase	A22897217	VC	N	SNOMEDCT_US	OAP
C0147080	Tryptase (substance)	Tryptase	A3766099	VC	N	SNOMEDCT_US	PT
C0147080	Tryptase (substance)	Tryptase -RETIRED-	A13375373	PF	Y	SNOMEDCT_US	IS
C0147080	Tryptase (substance)	Tryptase (substance)	A22975801	PF	N	SNOMEDCT_US	OAF
C0147080	Tryptase (substance)	Tryptase (substance)	A3766091	PF	Y	SNOMEDCT_US	FN
C0200966	Gram stain technique (qualifier value)	Bacterial stain, routine	A2915880	PF	N	SNOMEDCT_US	SY
C0200966	Gram stain technique (qualifier value)	Gram stain	A3881046	PF	N	SNOMEDCT_US	SY
C0200966	Gram stain technique (qualifier value)	Gram stain	A24264108	PF	Y	SNOMEDCT_US	PT
C0200966	Gram stain technique (qualifier value)	Gramme stain	A24265359	VO	Y	SNOMEDCT_US	PTGB
C0200966	Gram stain technique (qualifier value)	Gram stain technique	A24251747	PF	Y	SNOMEDCT_US	SY
C0200966	Gram stain technique (qualifier value)	Gram stain technique (qualifier value)	A24265974	PF	Y	SNOMEDCT_US	FN
C0200966	Gram stain technique (qualifier value)	Gram stain (procedure)	A4992890	PF	Y	SNOMEDCT_US	OF
C0200966	Gram stain technique (qualifier value)	Gram stain method (procedure)	A3900089	PF	Y	SNOMEDCT_US	FN
C0200966	Gram stain technique (qualifier value)	Gram stain method	A3900090	PF	Y	SNOMEDCT_US	PT
C0202087	Immunoglobulin G measurement (procedure)	Immunoglobulin G measurement	A2917350	PF	N	SNOMEDCT_US	PT
C0202087	Immunoglobulin G measurement (procedure)	IgG	A2882859	PF	Y	SNOMEDCT_US	SY
C0202087	Immunoglobulin G measurement (procedure)	IgG - Immunoglobulin G	A3033181	PF	Y	SNOMEDCT_US	SY
C0202087	Immunoglobulin G measurement (procedure)	Immunoglobulin G level	A3283553	PF	Y	SNOMEDCT_US	SY
C0202087	Immunoglobulin G measurement (procedure)	Immunoglobulin G (& [level])	A22980584	VW	N	SNOMEDCT_US	OAP
C0202087	Immunoglobulin G measurement (procedure)	Immunoglobulin G (& [level])	A4997942	VW	N	SNOMEDCT_US	OF
C0202087	Immunoglobulin G measurement (procedure)	Immunoglobulin G (& [level])	A4997943	VW	N	SNOMEDCT_US	OF
C0202087	Immunoglobulin G measurement (procedure)	Immunoglobulin G (& [level])	A22897994	VW	Y	SNOMEDCT_US	OAP
C0202087	Immunoglobulin G measurement (procedure)	Immunoglobulin G measurement (procedure)	A3505545	PF	Y	SNOMEDCT_US	FN
C0202087	Immunoglobulin G measurement (procedure)	Immunoglobulin G (& [level]) (procedure)	A22890293	PF	N	SNOMEDCT_US	OAF
C0202087	Immunoglobulin G measurement (procedure)	Immunoglobulin G (& [level]) (procedure)	A22806610	PF	Y	SNOMEDCT_US	OAF
C0206558	Genus Simplexvirus (organism)	Simplexvirus	A11723770	PF	N	SNOMEDCT_US	PT
C0206558	Genus Simplexvirus (organism)	Simplexvirus	A22860702	PF	N	SNOMEDCT_US	OAP
C0206558	Genus Simplexvirus (organism)	Simplexvirus, NOS	A4795606	VO	N	SNOMEDCT_US	IS
C0206558	Genus Simplexvirus (organism)	Herpes simplex virus	A2933024	VC	Y	SNOMEDCT_US	SY
C0206558	Genus Simplexvirus (organism)	Herpesvirus	A2872752	PF	Y	SNOMEDCT_US	SY
C0206558	Genus Simplexvirus (organism)	Herpesvirus, NOS	A4782852	VO	N	SNOMEDCT_US	IS
C0206558	Genus Simplexvirus (organism)	Herpes simplex group virus	A22820019	PF	Y	SNOMEDCT_US	OAP
C0206558	Genus Simplexvirus (organism)	Herpes simplex virus group, NOS	A4782843	VO	Y	SNOMEDCT_US	IS
C0206558	Genus Simplexvirus (organism)	Herpes simplex virus group	A4995514	VW	N	SNOMEDCT_US	IS
C0206558	Genus Simplexvirus (organism)	Herpes simplex virus group	A22827894	VW	Y	SNOMEDCT_US	OAS
C0206558	Genus Simplexvirus (organism)	HS - Herpes simplex	A3285102	PF	Y	SNOMEDCT_US	SY
C0206558	Genus Simplexvirus (organism)	HSV - Herpes simplex virus	A3027648	PF	Y	SNOMEDCT_US	SY
C0206558	Genus Simplexvirus (organism)	HSV	A21109833	VC	N	SNOMEDCT_US	IS
C0206558	Genus Simplexvirus (organism)	Simplexvirus species	A24806645	PF	Y	SNOMEDCT_US	SY
C0206558	Genus Simplexvirus (organism)	Simplexvirus (living organism) [Ambiguous]	A5044267	PF	Y	SNOMEDCT_US	OF
C0206558	Genus Simplexvirus (organism)	Herpes simplex group virus (organism)	A22995356	PF	Y	SNOMEDCT_US	OAF
C0206558	Genus Simplexvirus (organism)	Simplexvirus (organism)	A5044268	PF	Y	SNOMEDCT_US	OF
C0206558	Genus Simplexvirus (organism)	Genus Simplexvirus (organism)	A3899950	PF	Y	SNOMEDCT_US	FN
C0206558	Genus Simplexvirus (organism)	Genus Simplexvirus	A13004865	PF	Y	SNOMEDCT_US	SY
C0206558	Genus Simplexvirus (organism)	Simplexvirus (living organism) (organism)	A22854157	PF	Y	SNOMEDCT_US	OAF
C0268596	Glutaric aciduria, type 2 (disorder)	Glutaric acidemia, type 2	A2966281	VC	Y	SNOMEDCT_US	SY
C0268596	Glutaric aciduria, type 2 (disorder)	Glutaric acidaemia, type 2	A3478250	VO	Y	SNOMEDCT_US	SYGB
C0268596	Glutaric aciduria, type 2 (disorder)	Glutaric aciduria, type 2	A2966284	VC	Y	SNOMEDCT_US	PT
C0268596	Glutaric aciduria, type 2 (disorder)	ACAD	A2951699	PF	Y	SNOMEDCT_US	SY
C0268596	Glutaric aciduria, type 2 (disorder)	Ethylmalonic-adipicaciduria	A2964036	VC	Y	SNOMEDCT_US	SY
C0268596	Glutaric aciduria, type 2 (disorder)	EMA	A2963041	PF	Y	SNOMEDCT_US	SY
C0268596	Glutaric aciduria, type 2 (disorder)	GA II	A2965780	PF	Y	SNOMEDCT_US	SY
C0268596	Glutaric aciduria, type 2 (disorder)	Glutaric aciduria type II	A3026139	VC	Y	SNOMEDCT_US	SY
C0268596	Glutaric aciduria, type 2 (disorder)	MAD - Multiple acyl-CoA dehydrogenase deficiency	A3309471	PF	Y	SNOMEDCT_US	SY
C0268596	Glutaric aciduria, type 2 (disorder)	Multiple acyl-CoA dehydrogenase deficiencies	A3309472	VO	Y	SNOMEDCT_US	SY
C0268596	Glutaric aciduria, type 2 (disorder)	Glutaric aciduria, type 2 (disorder)	A3478253	PF	Y	SNOMEDCT_US	FN
C0284930	Cathepsin K (substance)	Cathepsin K	A3341962	VC	N	SNOMEDCT_US	PT
C0284930	Cathepsin K (substance)	Cathepsin O2	A3341964	PF	Y	SNOMEDCT_US	SY
C0284930	Cathepsin K (substance)	Cathepsin X	A3341970	PF	Y	SNOMEDCT_US	SY
C0284930	Cathepsin K (substance)	Cathepsin K (substance)	A3341960	PF	Y	SNOMEDCT_US	FN
C0285890	Alpha-synuclein (substance)	alpha-Synuclein	A30250585	PF	N	SNOMEDCT_US	OP
C0285890	Alpha-synuclein (substance)	Alpha-synuclein	A30257590	VC	Y	SNOMEDCT_US	PT
C0285890	Alpha-synuclein (substance)	Alpha-synuclein (substance)	A30257591	PF	Y	SNOMEDCT_US	FN
C0285890	Alpha-synuclein (substance)	alpha-Synuclein (substance)	A30260567	VC	Y	SNOMEDCT_US	OF
C0302583	Product containing iron (medicinal product)	Iron	A2883094	PF	N	SNOMEDCT_US	PT
C0302583	Product containing iron (medicinal product)	Iron, NOS	A4784463	VO	N	SNOMEDCT_US	IS
C0302583	Product containing iron (medicinal product)	Iron preparation, NOS	A4784458	VO	N	SNOMEDCT_US	IS
C0302583	Product containing iron (medicinal product)	Iron preparation	A29533821	VO	Y	SNOMEDCT_US	OP
C0302583	Product containing iron (medicinal product)	Iron product	A22975332	PF	N	SNOMEDCT_US	OAP
C0302583	Product containing iron (medicinal product)	Iron product	A30212441	PF	N	SNOMEDCT_US	OP
C0302583	Product containing iron (medicinal product)	Iron product	A4784459	PF	N	SNOMEDCT_US	OF
C0302583	Product containing iron (medicinal product)	Fe - Iron	A3021769	PF	Y	SNOMEDCT_US	SY
C0302583	Product containing iron (medicinal product)	Iron-containing product	A30196273	PF	Y	SNOMEDCT_US	PT
C0302583	Product containing iron (medicinal product)	Product containing iron	A30221304	VCW	Y	SNOMEDCT_US	IS
C0302583	Product containing iron (medicinal product)	Product containing iron (medicinal product)	A28469239	PF	Y	SNOMEDCT_US	FN
C0302583	Product containing iron (medicinal product)	Product containing iron (product)	A30262137	PF	Y	SNOMEDCT_US	OF
C0302583	Product containing iron (medicinal product)	Iron agent	A29519243	PF	Y	SNOMEDCT_US	OAP
C0302583	Product containing iron (medicinal product)	Iron agent (substance)	A29493159	PF	Y	SNOMEDCT_US	OAF
C0302583	Product containing iron (medicinal product)	Iron preparation (product)	A28419732	PF	Y	SNOMEDCT_US	OF
C0302583	Product containing iron (medicinal product)	Iron preparation (substance)	A5001784	PF	Y	SNOMEDCT_US	OF
C0302583	Product containing iron (medicinal product)	Iron (substance)	A3524257	PF	Y	SNOMEDCT_US	FN
C0302583	Product containing iron (medicinal product)	ferric ion	A29535164	PF	Y	SNOMEDCT_US	IS
C0302583	Product containing iron (medicinal product)	Iron product (product)	A23001437	PF	Y	SNOMEDCT_US	OAF
C0329207	Astronotus ocellatus (organism)	Astronotus ocellatus	A2993897	PF	N	SNOMEDCT_US	PT
C0329207	Astronotus ocellatus (organism)	Oscar	A3052485	PF	Y	SNOMEDCT_US	SY
C0329207	Astronotus ocellatus (organism)	Astronotus ocellatus (organism)	A3726881	PF	Y	SNOMEDCT_US	FN
C0376180	Product containing gastrin (medicinal product)	Gastrin	A2881865	PF	N	SNOMEDCT_US	PT
C0376180	Product containing gastrin (medicinal product)	Gastrin	A29566853	PF	N	SNOMEDCT_US	OP
C0376180	Product containing gastrin (medicinal product)	Gastrin, NOS	A4781603	VO	N	SNOMEDCT_US	IS
C0376180	Product containing gastrin (medicinal product)	Gastrin preparation	A28908927	PF	N	SNOMEDCT_US	OP
C0376180	Product containing gastrin (medicinal product)	Total gastrin	A24249992	PF	N	SNOMEDCT_US	IS
C0376180	Product containing gastrin (medicinal product)	Gastrin-containing product	A30215574	PF	Y	SNOMEDCT_US	PT
C0376180	Product containing gastrin (medicinal product)	Product containing gastrin	A30192134	VCW	Y	SNOMEDCT_US	IS
C0376180	Product containing gastrin (medicinal product)	Product containing gastrin (medicinal product)	A28901245	PF	Y	SNOMEDCT_US	FN
C0376180	Product containing gastrin (medicinal product)	Gastrin product	A30232679	PF	Y	SNOMEDCT_US	OP
C0376180	Product containing gastrin (medicinal product)	Gastrin preparation (product)	A28902332	PF	Y	SNOMEDCT_US	OF
C0376180	Product containing gastrin (medicinal product)	Gastrin preparation (substance)	A4991628	PF	Y	SNOMEDCT_US	OF
C0376180	Product containing gastrin (medicinal product)	Gastrin (substance)	A3472515	PF	Y	SNOMEDCT_US	FN
C0392916	Intracellular ferritin (cell structure)	Intracellular ferritin	A2970362	PF	N	SNOMEDCT_US	PT
C0392916	Intracellular ferritin (cell structure)	Ferritin	A13370858	PF	Y	SNOMEDCT_US	IS
C0392916	Intracellular ferritin (cell structure)	Intracellular ferritin (body structure)	A5001169	PF	Y	SNOMEDCT_US	OF
C0392916	Intracellular ferritin (cell structure)	Intracellular ferritin (cell structure)	A3521387	PF	Y	SNOMEDCT_US	FN
C0439099	Greek letter kappa (qualifier value)	Greek letter kappa	A10887952	PF	N	SNOMEDCT_US	SY
C0439099	Greek letter kappa (qualifier value)	Kappa	A3149705	PF	Y	SNOMEDCT_US	PT
C0439099	Greek letter kappa (qualifier value)	Kappa (qualifier value)	A10872677	PF	Y	SNOMEDCT_US	OF
C0439099	Greek letter kappa (qualifier value)	Greek letter kappa (qualifier value)	A10887951	PF	Y	SNOMEDCT_US	FN
C0440040	Chloroacetate esterase stain (substance)	Chloroacetate esterase stain	A3897051	PF	N	SNOMEDCT_US	PT
C0440040	Chloroacetate esterase stain (substance)	Napthol AS-D chloroacetate esterase	A3902884	PF	Y	SNOMEDCT_US	SY
C0440040	Chloroacetate esterase stain (substance)	Chloroacetate esterase	A3897054	PF	Y	SNOMEDCT_US	SY
C0440040	Chloroacetate esterase stain (substance)	Chloroactetate esterase stain	A13362993	PF	N	SNOMEDCT_US	IS
C0440040	Chloroacetate esterase stain (substance)	Chloroactetate esterase stain (substance)	A4971891	PF	Y	SNOMEDCT_US	OF
C0440040	Chloroacetate esterase stain (substance)	Chloroacetate esterase stain (substance)	A3897048	PF	Y	SNOMEDCT_US	FN
C0440047	Nonspecific esterase stain (substance)	Nonspecific esterase stain	A3278998	PF	N	SNOMEDCT_US	PT
C0440047	Nonspecific esterase stain (substance)	Nonspecific esterase	A3903205	PF	Y	SNOMEDCT_US	SY
C0440047	Nonspecific esterase stain (substance)	Nonspecific esterase stain (substance)	A3585904	PF	Y	SNOMEDCT_US	FN
C0440051	Ziehl-Neelsen stain (substance)	Ziehl-Neelsen stain	A3220471	PF	N	SNOMEDCT_US	PT
C0440051	Ziehl-Neelsen stain (substance)	ZN - Ziehl-Neelsen stain	A3294787	PF	Y	SNOMEDCT_US	SY
C0440051	Ziehl-Neelsen stain (substance)	Ziehl-Neelsen stain (substance)	A3789035	PF	Y	SNOMEDCT_US	FN
C0440051	Ziehl-Neelsen stain (substance)	Ziehl-Neelsen	A3895848	PF	Y	SNOMEDCT_US	SY
C0440053	Myeloperoxidase stain (substance)	Myeloperoxidase stain	A3161419	PF	N	SNOMEDCT_US	PT
C0440053	Myeloperoxidase stain (substance)	Myeloperoxidase	A3880851	PF	Y	SNOMEDCT_US	SY
C0440053	Myeloperoxidase stain (substance)	MPO - Myeloperoxidase stain	A3294300	PF	Y	SNOMEDCT_US	SY
C0440053	Myeloperoxidase stain (substance)	Myeloperoxidase stain (substance)	A3572590	PF	Y	SNOMEDCT_US	FN
C0442996	Cox (qualifier value)	Cox	A3115914	PF	Y	SNOMEDCT_US	PT
C0442996	Cox (qualifier value)	Cox (qualifier value)	A3375166	PF	Y	SNOMEDCT_US	FN
C0443326	Trichrome (qualifier value)	Trichrome	A3213387	PF	Y	SNOMEDCT_US	PT
C0443326	Trichrome (qualifier value)	Trichrome (qualifier value)	A3764434	PF	Y	SNOMEDCT_US	FN
C0456881	C3 certainty (qualifier value)	C3 - TNM certainty factor	A3105368	VW	Y	SNOMEDCT_US	SY
C0456881	C3 certainty (qualifier value)	C3	A13365940	PF	Y	SNOMEDCT_US	IS
C0456881	C3 certainty (qualifier value)	C3 certainty	A3002382	PF	Y	SNOMEDCT_US	PT
C0456881	C3 certainty (qualifier value)	C3 - TNM certainty factor (tumor staging)	A4967467	PF	Y	SNOMEDCT_US	IS
C0456881	C3 certainty (qualifier value)	C3 certainty (qualifier value)	A3332750	PF	Y	SNOMEDCT_US	FN
C0456881	C3 certainty (qualifier value)	C3 certainty (tumor staging)	A4967468	PF	Y	SNOMEDCT_US	OF
C0543431	ret (qualifier value)	ret	A3298683	PF	Y	SNOMEDCT_US	PT
C0543431	ret (qualifier value)	ret (qualifier value)	A3805643	PF	Y	SNOMEDCT_US	FN
C0577612	Immunoglobulin D measurement (procedure)	Immunoglobulin D measurement	A2917348	PF	N	SNOMEDCT_US	PT
C0577612	Immunoglobulin D measurement (procedure)	IgD	A22902035	PF	N	SNOMEDCT_US	OAS
C0577612	Immunoglobulin D measurement (procedure)	Immunoglobulin D level	A3270871	PF	Y	SNOMEDCT_US	SY
C0577612	Immunoglobulin D measurement (procedure)	Immunoglobulin D (& [level])	A22877976	VW	N	SNOMEDCT_US	OAP
C0577612	Immunoglobulin D measurement (procedure)	Immunoglobulin D (& [level])	A4997934	VW	N	SNOMEDCT_US	OF
C0577612	Immunoglobulin D measurement (procedure)	Immunoglobulin D (& [level])	A4997935	VW	N	SNOMEDCT_US	OF
C0577612	Immunoglobulin D measurement (procedure)	Immunoglobulin D (& [level])	A22869448	VW	Y	SNOMEDCT_US	OAP
C0577612	Immunoglobulin D measurement (procedure)	Immunoglobulin D measurement (procedure)	A3505532	PF	Y	SNOMEDCT_US	FN
C0577612	Immunoglobulin D measurement (procedure)	Immunoglobulin D (& [level]) (procedure)	A22918463	PF	N	SNOMEDCT_US	OAF
C0577612	Immunoglobulin D measurement (procedure)	Immunoglobulin D (& [level]) (procedure)	A22894322	PF	Y	SNOMEDCT_US	OAF
C0678214	atmosphere (qualifier value)	atmosphere	A3230090	PF	Y	SNOMEDCT_US	PT
C0678214	atmosphere (qualifier value)	atm	A3253729	PF	Y	SNOMEDCT_US	SY
C0678214	atmosphere (qualifier value)	atmosphere (qualifier value)	A3802582	PF	Y	SNOMEDCT_US	FN
C0694890	RET proto-oncogene (substance)	RET	A3886115	PF	Y	SNOMEDCT_US	SY
C0694890	RET proto-oncogene (substance)	RET proto-oncogene	A3905067	PF	Y	SNOMEDCT_US	PT
C0694890	RET proto-oncogene (substance)	RET proto-oncogene (substance)	A3905066	PF	Y	SNOMEDCT_US	FN
C0699919	Cathepsin B (substance)	Cathepsin B	A2879543	VO	N	SNOMEDCT_US	PT
C0699919	Cathepsin B (substance)	Cathepsin B1	A2879544	PF	N	SNOMEDCT_US	SY
C0699919	Cathepsin B (substance)	Cathepsin B (substance)	A3341945	PF	Y	SNOMEDCT_US	FN
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follicle stimulating hormone	A3133179	VC	Y	SNOMEDCT_US	SY
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follitropin	A31055250	PF	N	SNOMEDCT_US	IS
C0733758	Product containing pituitary follicle stimulating hormone (product)	FSH	A2876355	PF	Y	SNOMEDCT_US	SY
C0733758	Product containing pituitary follicle stimulating hormone (product)	FSH - Follicle-stimulating hormone	A29565719	VC	N	SNOMEDCT_US	IS
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follicle-stimulating horm prod	A29518727	PF	N	SNOMEDCT_US	IS
C0733758	Product containing pituitary follicle stimulating hormone (product)	Pituitary follicle stimulating hormone	A3058413	PF	Y	SNOMEDCT_US	PT
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follicle stimulating hormone preparation	A22861077	PF	N	SNOMEDCT_US	OAP
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follicle stimulating hormone preparation	A29514484	PF	N	SNOMEDCT_US	IS
C0733758	Product containing pituitary follicle stimulating hormone (product)	FSH preparation	A22805420	PF	N	SNOMEDCT_US	OAS
C0733758	Product containing pituitary follicle stimulating hormone (product)	FSH preparation	A29519682	PF	N	SNOMEDCT_US	IS
C0733758	Product containing pituitary follicle stimulating hormone (product)	FSH - Follicle-stimulating hormone product	A30212409	PF	Y	SNOMEDCT_US	IS
C0733758	Product containing pituitary follicle stimulating hormone (product)	Product containing pituitary follicle stimulating hormone (product)	A29516370	PF	Y	SNOMEDCT_US	FN
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follitropin product	A30202584	PF	Y	SNOMEDCT_US	IS
C0733758	Product containing pituitary follicle stimulating hormone (product)	Pituitary follicle stimulating hormone-containing product	A30218744	PF	Y	SNOMEDCT_US	PT
C0733758	Product containing pituitary follicle stimulating hormone (product)	Product containing pituitary follicle stimulating hormone	A30202583	VCW	Y	SNOMEDCT_US	IS
C0733758	Product containing pituitary follicle stimulating hormone (product)	Pituitary follicle-stimulating hormone product	A30252181	PF	Y	SNOMEDCT_US	OP
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follicle-stimulating horm prod (product)	A4990377	PF	Y	SNOMEDCT_US	OF
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follicle-stimulating horm prod (substance)	A4990378	PF	Y	SNOMEDCT_US	OF
C0733758	Product containing pituitary follicle stimulating hormone (product)	Pituitary follicle stimulating hormone (substance)	A3631569	PF	Y	SNOMEDCT_US	FN
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follicle stimulating hormone preparation (product)	A23031399	PF	Y	SNOMEDCT_US	OAF
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follicle stimulating hormone preparation (substance)	A4990374	PF	Y	SNOMEDCT_US	OF
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follitropin preparation	A29529850	PF	N	SNOMEDCT_US	IS
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follitropin preparation	A22984342	PF	Y	SNOMEDCT_US	OAS
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follicle-stimulating hormone product (product)	A29488465	PF	Y	SNOMEDCT_US	OF
C0733758	Product containing pituitary follicle stimulating hormone (product)	Follicle-stimulating hormone product	A29540201	PF	Y	SNOMEDCT_US	OP
C0883157	Inhibin A (substance)	Inhibin A	A7874629	PF	N	SNOMEDCT_US	PT
C0883157	Inhibin A (substance)	Inhibin A (substance)	A7878743	PF	Y	SNOMEDCT_US	FN
C0971174	Inhibin B (substance)	Inhibin B	A7875830	VC	Y	SNOMEDCT_US	PT
C0971174	Inhibin B (substance)	Inhibin B (substance)	A7878744	PF	Y	SNOMEDCT_US	FN
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Chorionic gonadotropin human	A16967905	VCW	Y	SNOMEDCT_US	SY
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotropin	A29535114	VC	N	SNOMEDCT_US	OP
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotropin	A3497531	VC	Y	SNOMEDCT_US	PT
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotropin, NOS	A4741724	VO	N	SNOMEDCT_US	IS
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotrophin	A28909244	VO	N	SNOMEDCT_US	IS
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotrophin	A3031176	VO	Y	SNOMEDCT_US	SY
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotrophin, NOS	A4822460	VO	N	SNOMEDCT_US	IS
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Chorionic gonadotrophin human	A13368478	VO	Y	SNOMEDCT_US	SY
C1141639	Product containing human chorionic gonadotropin (medicinal product)	HCG	A2882189	PF	Y	SNOMEDCT_US	SY
C1141639	Product containing human chorionic gonadotropin (medicinal product)	HCG - Human chorionic gonadotrophin product	A28893535	PF	N	SNOMEDCT_US	IS
C1141639	Product containing human chorionic gonadotropin (medicinal product)	HCG - Human chorionic gonadotropin product	A28886983	VO	Y	SNOMEDCT_US	IS
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotrophin product	A28893536	PF	N	SNOMEDCT_US	IS
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotropin product	A28900236	VO	N	SNOMEDCT_US	IS
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotropin product	A30262324	VO	Y	SNOMEDCT_US	OP
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotropin (product)	A28880197	VO	Y	SNOMEDCT_US	OF
C1141639	Product containing human chorionic gonadotropin (medicinal product)	hCG preparation	A28897681	PF	N	SNOMEDCT_US	IS
C1141639	Product containing human chorionic gonadotropin (medicinal product)	HCG preparation	A28891137	VC	N	SNOMEDCT_US	IS
C1141639	Product containing human chorionic gonadotropin (medicinal product)	HCG - Human chorionic gonadotropin	A16966210	VC	Y	SNOMEDCT_US	SY
C1141639	Product containing human chorionic gonadotropin (medicinal product)	HCG - Human chorionic gonadotrophin	A3482799	VO	Y	SNOMEDCT_US	SY
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotropin-containing product	A30215594	PF	Y	SNOMEDCT_US	PT
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Product containing human chorionic gonadotropin	A30202175	VCW	Y	SNOMEDCT_US	IS
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Product containing human chorionic gonadotropin (medicinal product)	A28890251	PF	Y	SNOMEDCT_US	FN
C1141639	Product containing human chorionic gonadotropin (medicinal product)	Human chorionic gonadotropin (substance)	A3497527	PF	Y	SNOMEDCT_US	FN
C1265234	Mycobacterium, non-tuberculosis (organism)	Nontuberculous Mycobacteria	A7880026	PF	N	SNOMEDCT_US	SY
C1265234	Mycobacterium, non-tuberculosis (organism)	Atypical Mycobacteria	A7874548	PF	N	SNOMEDCT_US	SY
C1265234	Mycobacterium, non-tuberculosis (organism)	Atypical mycobacteria	A22908886	VC	N	SNOMEDCT_US	OAS
C1265234	Mycobacterium, non-tuberculosis (organism)	Atypical mycobacterium	A22999545	VO	N	SNOMEDCT_US	OAP
C1265234	Mycobacterium, non-tuberculosis (organism)	Atypical mycobacterium, NOS	A4771987	VO	N	SNOMEDCT_US	IS
C1265234	Mycobacterium, non-tuberculosis (organism)	Atypical acid-fast bacillus, NOS	A4771971	PF	N	SNOMEDCT_US	IS
C1265234	Mycobacterium, non-tuberculosis (organism)	Atypical acid-fast bacillus	A22840836	VO	Y	SNOMEDCT_US	OAS
C1265234	Mycobacterium, non-tuberculosis (organism)	Opportunist mycobacteria	A22976150	PF	N	SNOMEDCT_US	OAS
